table_catalog,table_schema,table_name,column_name,field_path,data_type,description,collation_name,rounding_mode
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.gross_sales_amount_local_before_cancellations,NUMERIC,Total value of gross sales in local currency that are not cancelled transactions.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.gross_sales_amount_local_before_cancellations,NUMERIC,Total value of gross sales in local currency that are not cancelled transactions.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.rco_pages_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with RCO Pages events (i.e. post-purchase pages).,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.rco_pages_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with RCO Pages events (i.e. post-purchase pages).,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Product Landing Page Seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.plp_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Product Landing Page Seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.pdp_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Product Display Page seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.pdp_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Product Display Page seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Checkout Seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.checkout_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Checkout Seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_complete_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Checkout Complete events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.checkout_complete_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Checkout Complete events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.bag_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Bag Seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.bag_seen_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Bag Seen events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.add_to_mylist_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Add to My List events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.add_to_mylist_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Add to My List events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.add_to_bag_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Add to Bag events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.add_to_bag_session_sales_amount_local,FLOAT64,Total product revenue (local) for sessions with Add to Bag events.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.quickview_seen_session_count,INT64,"Total number of sessions with ""quickview seen"" events (see ""is_quickview_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.quickview_seen_session_count,INT64,"Total number of sessions with ""quickview seen"" events (see ""is_quickview_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.homepage_seen_session_count,INT64,"Total number of sessions with ""homepage seen"" events (see ""is_homepage_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.homepage_seen_session_count,INT64,"Total number of sessions with ""homepage seen"" events (see ""is_homepage_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.homepage_click_session_count,INT64,"Total number of sessions with ""homepage click"" events (see ""is_homepage_click_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.homepage_click_session_count,INT64,"Total number of sessions with ""homepage click"" events (see ""is_homepage_click_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_seen_session_count,INT64,"Total number of sessions with ""Product Landing Page seen"" events (see ""is_plp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.plp_seen_session_count,INT64,"Total number of sessions with ""Product Landing Page seen"" events (see ""is_plp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_seen_converting_session_count,INT64,"Total number of sessions that included a ""checkout seen"" event and resulted in a transaction (see ""is_checkout_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.checkout_seen_converting_session_count,INT64,"Total number of sessions that included a ""checkout seen"" event and resulted in a transaction (see ""is_checkout_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_seen_session_count,INT64,"Total number of sessions that included a ""checkout seen"" event (see ""is_checkout_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.checkout_seen_session_count,INT64,"Total number of sessions that included a ""checkout seen"" event (see ""is_checkout_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_complete_converting_session_count,INT64,"Total number of sessions that included a ""checkout complete"" event and resulted in a transaction (see ""is_checkout_complete_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.checkout_complete_converting_session_count,INT64,"Total number of sessions that included a ""checkout complete"" event and resulted in a transaction (see ""is_checkout_complete_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_complete_session_count,INT64,"Total number of sessions that included a ""checkout complete"" event (see ""is_checkout_complete_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.checkout_complete_session_count,INT64,"Total number of sessions that included a ""checkout complete"" event (see ""is_checkout_complete_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.bag_seen_converting_session_count,INT64,"Total number of sessions that included a ""bag seen"" event and resulted in a transaction (see ""is_bag_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.bag_seen_converting_session_count,INT64,"Total number of sessions that included a ""bag seen"" event and resulted in a transaction (see ""is_bag_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.bag_seen_session_count,INT64,"Total number of sessions that included a ""bag seen"" event (see ""is_bag_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.bag_seen_session_count,INT64,"Total number of sessions that included a ""bag seen"" event (see ""is_bag_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.add_to_mylist_converting_session_count,INT64,"Total number of sessions that included a ""add to mylist"" event and resulted in a transaction (see ""is_add_to_mylist_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.add_to_mylist_converting_session_count,INT64,"Total number of sessions that included a ""add to mylist"" event and resulted in a transaction (see ""is_add_to_mylist_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.add_to_mylist_session_count,INT64,"Total number of sessions that included a ""add to mylist"" event (see ""is_add_to_mylist_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.add_to_mylist_session_count,INT64,"Total number of sessions that included a ""add to mylist"" event (see ""is_add_to_mylist_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.add_to_bag_converting_session_count,INT64,"Total number of sessions that included a ""add to bag"" event and resulted in a transaction (see ""is_add_to_bag_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.add_to_bag_converting_session_count,INT64,"Total number of sessions that included a ""add to bag"" event and resulted in a transaction (see ""is_add_to_bag_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.add_to_bag_session_count,INT64,"Total number of sessions that included a ""add to bag"" event (see ""is_add_to_bag_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.add_to_bag_session_count,INT64,"Total number of sessions that included a ""add to bag"" event (see ""is_add_to_bag_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.rco_pages_converting_session_count,INT64,"Total number of sessions that included a ""RCO pages seen"" event and resulted in a transaction (see ""is_rco_pages_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.rco_pages_converting_session_count,INT64,"Total number of sessions that included a ""RCO pages seen"" event and resulted in a transaction (see ""is_rco_pages_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.rco_pages_seen_session_count,INT64,"Total number of sessions that included a ""RCO pages seen"" event (see ""is_checkout_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.rco_pages_seen_session_count,INT64,"Total number of sessions that included a ""RCO pages seen"" event (see ""is_checkout_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_seen_converting_session_count,INT64,"Total number of sessions that included a ""Product Landing Page seen"" event and resulted in a transaction (see ""is_plp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.plp_seen_converting_session_count,INT64,"Total number of sessions that included a ""Product Landing Page seen"" event and resulted in a transaction (see ""is_plp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.pdp_seen_converting_session_count,INT64,"Total number of sessions that included a ""Product Display Page seen"" event and resulted in a transaction (see ""is_pdp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.pdp_seen_converting_session_count,INT64,"Total number of sessions that included a ""Product Display Page seen"" event and resulted in a transaction (see ""is_pdp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.pdp_seen_session_count,INT64,"Total number of sessions that included a ""Product Display Page seen"" event (see ""is_pdp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.pdp_seen_session_count,INT64,"Total number of sessions that included a ""Product Display Page seen"" event (see ""is_pdp_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.homepage_seen_converting_session_count,INT64,"Total number of sessions that had ""homepage seen"" events and resulted in a transaction (see ""is_homepage_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_conversions,session_conversions.homepage_seen_converting_session_count,INT64,"Total number of sessions that had ""homepage seen"" events and resulted in a transaction (see ""is_homepage_seen_event"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.logged_in_session_count,INT64,"Total number of logged in sessions (see ""is_logged_in_session"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.logged_in_session_count,INT64,"Total number of logged in sessions (see ""is_logged_in_session"").",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.cancellations_gross_sales_amount_local,NUMERIC,Total gross sales dollar amount of cancellations in local currency,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.cancellations_gross_sales_amount_local,NUMERIC,Total gross sales dollar amount of cancellations in local currency,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.gross_sales_quantity_before_cancellations,NUMERIC,Total gross sales count of units that are not cancelled transactions.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.gross_sales_quantity_before_cancellations,NUMERIC,Total gross sales count of units that are not cancelled transactions.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.cancellations_gross_sales_quantity,NUMERIC,Total gross sales count of units for cancellations,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.cancellations_gross_sales_quantity,NUMERIC,Total gross sales count of units for cancellations,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.bounce_count,INT64,"Total bounces. A bounce happens when a user opens a single page on site and then exits. For a bounced session, the value is 1, otherwise it is null.",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.bounce_count,INT64,"Total bounces. A bounce happens when a user opens a single page on site and then exits. For a bounced session, the value is 1, otherwise it is null.",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.device_category,STRING,"The type of device. Ex: ""Mobile"", ""Tablet"", ""Desktop""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.device_category,STRING,"The type of device. Ex: ""Mobile"", ""Tablet"", ""Desktop""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session,session.device_category,STRING,"The type of device. Ex: ""Mobile"", ""Tablet"", ""Desktop""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.traffic_category,STRING,"The traffic source for a web session grouped into high level categories. Ex: ""Paid Search"", ""Email""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.traffic_category,STRING,"The traffic source for a web session grouped into high level categories. Ex: ""Paid Search"", ""Email""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session,session.traffic_category,STRING,"The traffic source for a web session grouped into high level categories. Ex: ""Paid Search"", ""Email""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.session_start_date_pt,DATE,The session start date in Pacific time zone,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.session_start_date_pt,DATE,The session start date in Pacific time zone,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session,session.session_start_date_pt,DATE,The session start date in Pacific time zone,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.session_count,INT64,The number of visits/sessions. A session is a group of user interactions with your website that take place within a day. A session expires after 30 minutes of user inactivity.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.session_count,INT64,The number of visits/sessions. A session is a group of user interactions with your website that take place within a day. A session expires after 30 minutes of user inactivity.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.transaction_count,INT64,The number of times a client transacted in the time period of interest.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.transaction_count,INT64,The number of times a client transacted in the time period of interest.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.new_session_count,INT64,The number of sessions that are from users who have never visited the site before. See session_count,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.new_session_count,INT64,The number of sessions that are from users who have never visited the site before. See session_count,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.page_view_count,INT64,The number of page views.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.page_view_count,INT64,The number of page views.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.hit_count,INT64,The number of hits/events. A hit is an interaction between a user and the website.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics.hit_count,INT64,The number of hits/events. A hit is an interaction between a user and the website.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.location_subchannel,STRING,"Location subchannel (Values are: DC, eCommerce, Concierge, DST, Marketplace)",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.location_subchannel,STRING,"Location subchannel (Values are: DC, eCommerce, Concierge, DST, Marketplace)",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.location_channel,STRING,"Location channel (Values are: DC, Retail, eCommerce)",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.location_channel,STRING,"Location channel (Values are: DC, Retail, eCommerce)",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,country_filter,country_filter,STRING,"Intended for Tableau use and may either refer to transaction or session location. Values include ""Canada"", ""USA"", or ""International"".",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.session_login_status,STRING,"Indicates if a user is logged in or not. Ex: ""not logged in""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.session_login_status,STRING,"Indicates if a user is logged in or not. Ex: ""not logged in""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session,session.session_login_status,STRING,"Indicates if a user is logged in or not. Ex: ""not logged in""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.session_type,STRING,"Denotes whether this is a user's first tracked visit to the website. Can take one of the following values: ""New Visit"", ""Returning Visit""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.session_type,STRING,"Denotes whether this is a user's first tracked visit to the website. Can take one of the following values: ""New Visit"", ""Returning Visit""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session,session.session_type,STRING,"Denotes whether this is a user's first tracked visit to the website. Can take one of the following values: ""New Visit"", ""Returning Visit""",NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.transaction_started_date_pt,DATE,Date on which the transaction record was created in Pacific timezone,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,sales_transaction,sales_transaction.transaction_started_date_pt,DATE,Date on which the transaction record was created in Pacific timezone,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.ecommerce_region.region,STRING,Aritzia's internal sales region.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.ecommerce_region.region,STRING,Aritzia's internal sales region.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session,session.ecommerce_region.region,STRING,Aritzia's internal sales region.,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics,"STRUCT<bounce_count INT64, hit_count INT64, new_session_count INT64, page_view_count INT64, transaction_count INT64, session_count INT64, gross_sales_amount_local FLOAT64, gross_sales_quantity INT64, contact_concierge_session_count INT64, logged_in_session_count INT64>","A struct that contains high-level metrics about sessions (e.g. hit counts, bounce counts, session counts).",NULL,
