table_catalog,table_schema,table_name,column_name,field_path,data_type,description,collation_name,rounding_mode
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_and_business_goals_daily,session_metrics,session_metrics,"STRUCT<bounce_count INT64, hit_count INT64, new_session_count INT64, page_view_count INT64, transaction_count INT64, session_count INT64, gross_sales_amount_local FLOAT64, gross_sales_quantity INT64, contact_concierge_session_count INT64, logged_in_session_count INT64>","A struct that contains high-level metrics about sessions (e.g. hit counts, bounce counts, session counts).",NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session,"STRUCT<session_start_date_pt DATE, session_type STRING, session_login_status STRING, session_site_region STRING, ecommerce_region STRUCT<region STRING, region_sort_order INT64>, device_category STRING, traffic_category STRING>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.session_site_region,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.ecommerce_region,"STRUCT<region STRING, region_sort_order INT64>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session,session.ecommerce_region.region_sort_order,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar,"STRUCT<year INT64, year_name STRING, year_start_date DATE, year_end_date DATE, week INT64, week_start_date DATE, week_end_date DATE, quarter INT64, half_year INT64, half_year_name STRING, half_year_start_date DATE, half_year_end_date DATE, quarter_name STRING, quarter_start_date DATE, quarter_end_date DATE, period INT64, period_name STRING, period_week INT64, period_start_date DATE, period_end_date DATE, is_fiscal_year_to_date BOOL, is_fiscal_quarter_to_date BOOL, is_fiscal_period_to_date BOOL, is_week_to_date BOOL>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.year,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.year_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.year_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.year_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.week,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.week_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.week_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.quarter,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.half_year,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.half_year_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.half_year_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.half_year_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.quarter_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.quarter_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.quarter_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.period,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.period_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.period_week,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.period_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.period_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.is_fiscal_year_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.is_fiscal_quarter_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.is_fiscal_period_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,fiscal_calendar,fiscal_calendar.is_week_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar,"STRUCT<year INT64, season STRING, season_name STRING, sub_season STRING, sub_season_name STRING, week INT64, season_week STRING, sub_season_week STRING, season_start_date DATE, season_end_date DATE, sub_season_start_date DATE, sub_season_end_date DATE, year_start_date DATE, year_end_date DATE, is_product_year_to_date BOOL, is_product_season_to_date BOOL, is_product_sub_season_to_date BOOL, is_product_year_end_date BOOL, is_product_season_end_date BOOL, is_product_sub_season_end_date BOOL>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.year,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.season,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.season_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.sub_season,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.sub_season_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.week,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.season_week,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.sub_season_week,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.season_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.season_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.sub_season_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.sub_season_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.year_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.year_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.is_product_year_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.is_product_season_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.is_product_sub_season_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.is_product_year_end_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.is_product_season_end_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,product_calendar,product_calendar.is_product_sub_season_end_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,comparable_dates,comparable_dates,STRUCT<ly_date DATE>,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,comparable_dates,comparable_dates.ly_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.gross_sales_amount_local,FLOAT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.gross_sales_quantity,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_metrics,session_metrics.contact_concierge_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions,"STRUCT<quickview_seen_session_count INT64, quickview_seen_converting_session_count INT64, quickview_seen_session_sales_amount_local FLOAT64, navigation_used_session_count INT64, navigation_used_converting_session_count INT64, primary_navigation_used_session_count INT64, primary_navigation_used_converting_session_count INT64, category_navigation_used_session_count INT64, category_navigation_used_converting_session_count INT64, visual_navigation_used_session_count INT64, visual_navigation_used_converting_session_count INT64, homepage_seen_session_count INT64, homepage_seen_converting_session_count INT64, homepage_seen_session_sales_amount_local FLOAT64, homepage_click_session_count INT64, plp_seen_session_count INT64, plp_product_seen_session_count INT64, plp_product_click_session_count INT64, plp_seen_converting_session_count INT64, plp_seen_session_sales_amount_local FLOAT64, search_used_session_count INT64, search_used_converting_session_count INT64, search_used_session_sales_amount_local FLOAT64, regular_search_used_session_count INT64, content_suggestion_search_used_session_count INT64, plp_suggestion_search_used_session_count INT64, pdp_suggestion_search_used_session_count INT64, regular_search_used_converting_session_count INT64, content_suggestion_search_used_converting_session_count INT64, plp_suggestion_search_used_converting_session_count INT64, pdp_suggestion_search_used_converting_session_count INT64, pdp_seen_session_count INT64, pdp_seen_converting_session_count INT64, pdp_seen_session_sales_amount_local FLOAT64, add_to_bag_session_count INT64, add_to_bag_converting_session_count INT64, add_to_bag_session_sales_amount_local FLOAT64, add_to_mylist_session_count INT64, add_to_mylist_converting_session_count INT64, add_to_mylist_session_sales_amount_local FLOAT64, mylist_seen_session_count INT64, mylist_seen_converting_session_count INT64, mylist_seen_session_sales_amount_local FLOAT64, bag_seen_session_count INT64, bag_seen_converting_session_count INT64, bag_seen_session_sales_amount_local FLOAT64, minibag_seen_session_count INT64, minibag_seen_converting_session_count INT64, minibag_seen_session_sales_amount_local FLOAT64, checkout_seen_session_count INT64, checkout_login_seen_session_count INT64, checkout_shipping_seen_session_count INT64, checkout_payment_seen_session_count INT64, checkout_summary_seen_session_count INT64, checkout_seen_converting_session_count INT64, checkout_seen_session_sales_amount_local FLOAT64, checkout_complete_session_count INT64, checkout_complete_converting_session_count INT64, checkout_complete_session_sales_amount_local FLOAT64, rco_pages_seen_session_count INT64, rco_pages_cta_session_count INT64, rco_pages_converting_session_count INT64, rco_pages_cta_converting_session_count INT64, rco_pages_session_sales_amount_local FLOAT64>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.quickview_seen_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.quickview_seen_session_sales_amount_local,FLOAT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.navigation_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.navigation_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.primary_navigation_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.primary_navigation_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.category_navigation_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.category_navigation_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.visual_navigation_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.visual_navigation_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.homepage_seen_session_sales_amount_local,FLOAT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_product_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_product_click_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.search_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.search_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.search_used_session_sales_amount_local,FLOAT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.regular_search_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.content_suggestion_search_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_suggestion_search_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.pdp_suggestion_search_used_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.regular_search_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.content_suggestion_search_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.plp_suggestion_search_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.pdp_suggestion_search_used_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.mylist_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.mylist_seen_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.mylist_seen_session_sales_amount_local,FLOAT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.minibag_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.minibag_seen_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.minibag_seen_session_sales_amount_local,FLOAT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_login_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_shipping_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_payment_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.checkout_summary_seen_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.rco_pages_cta_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sessions_daily,session_conversions,session_conversions.rco_pages_cta_converting_session_count,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction,"STRUCT<transaction_started_date_pt DATE, back_order_item_type STRING, transaction_country STRING, transaction_region STRING, location_channel STRING, location_subchannel STRING, net_sales_amount_local NUMERIC, gross_sales_amount_local NUMERIC, return_sales_amount_local NUMERIC, net_sales_quantity NUMERIC, gross_sales_quantity NUMERIC, return_sales_quantity NUMERIC, dc_returns_sales_quantity NUMERIC, dc_returns_sales_amount_local NUMERIC, instore_returns_sales_quantity NUMERIC, instore_returns_sales_amount_local NUMERIC, cancellations_gross_sales_amount_local NUMERIC, cancellations_gross_sales_quantity NUMERIC, gross_sales_amount_local_before_cancellations NUMERIC, gross_sales_quantity_before_cancellations NUMERIC>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.back_order_item_type,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.transaction_country,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.transaction_region,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.net_sales_amount_local,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.gross_sales_amount_local,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.return_sales_amount_local,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.net_sales_quantity,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.gross_sales_quantity,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.return_sales_quantity,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.dc_returns_sales_quantity,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.dc_returns_sales_amount_local,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.instore_returns_sales_quantity,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,sales_transaction,sales_transaction.instore_returns_sales_amount_local,NUMERIC,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,article,article,"STRUCT<merchandise_category STRING, department STRING, brand STRING, buying_code STRING>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,article,article.merchandise_category,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,article,article.department,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,article,article.brand,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,article,article.buying_code,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session,"STRUCT<session_start_date_pt DATE, session_type STRING, session_login_status STRING, session_site_region STRING, ecommerce_region STRUCT<region STRING, region_sort_order INT64>, device_category STRING, traffic_category STRING>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.session_site_region,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.ecommerce_region,"STRUCT<region STRING, region_sort_order INT64>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,session,session.ecommerce_region.region_sort_order,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar,"STRUCT<year INT64, year_name STRING, year_start_date DATE, year_end_date DATE, week INT64, week_start_date DATE, week_end_date DATE, quarter INT64, half_year INT64, half_year_name STRING, half_year_start_date DATE, half_year_end_date DATE, quarter_name STRING, quarter_start_date DATE, quarter_end_date DATE, period INT64, period_name STRING, period_week INT64, period_start_date DATE, period_end_date DATE, is_fiscal_year_to_date BOOL, is_fiscal_quarter_to_date BOOL, is_fiscal_period_to_date BOOL, is_week_to_date BOOL>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.year,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.year_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.year_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.year_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.week,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.week_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.week_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.quarter,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.half_year,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.half_year_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.half_year_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.half_year_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.quarter_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.quarter_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.quarter_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.period,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.period_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.period_week,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.period_start_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.period_end_date,DATE,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.is_fiscal_year_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.is_fiscal_quarter_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.is_fiscal_period_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,fiscal_calendar,fiscal_calendar.is_week_to_date,BOOL,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,product_calendar,product_calendar,"STRUCT<year INT64, season STRING, season_name STRING, sub_season STRING, sub_season_name STRING, week INT64, season_week STRING, sub_season_week STRING, season_start_date DATE, season_end_date DATE, sub_season_start_date DATE, sub_season_end_date DATE, year_start_date DATE, year_end_date DATE, is_product_year_to_date BOOL, is_product_season_to_date BOOL, is_product_sub_season_to_date BOOL, is_product_year_end_date BOOL, is_product_season_end_date BOOL, is_product_sub_season_end_date BOOL>",,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,product_calendar,product_calendar.year,INT64,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,product_calendar,product_calendar.season,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,product_calendar,product_calendar.season_name,STRING,,NULL,
atz-data-hub-qa,output_ecommerce,digital_sales_with_sessions_daily,product_calendar,product_calendar.sub_season,STRING,,NULL,
